vref,alignment_score,co-occurrence_count,translation_score,alignment_count,avg_aligned,jac_sim,match_counts,encoding_dist,total_score
MAT 8:25,0.1145,1968.0,0.416,747.0,0.6396,0.2365,1157.0,0.6265752713998628,0.3417262314847226
MAT 8:26,0.0955,1505.0,0.3562,431.0,0.64,0.268,907.0,0.6405985863441905,0.3302158272750112
MAT 8:27,0.1752,1386.0,0.3142,466.2,0.746,0.172,819.5,0.7870530367183671,0.31436774702215736
MAT 8:28,0.0618,646.0,0.2324,211.9,0.536,0.1858,355.5,0.6994625946122457,0.25285404310130877
MAT 8:29,0.08545,1406.0,0.3718,441.2,0.7285,0.2476,868.5,0.6199784335738021,0.34564372072533955
MAT 8:30,0.1753,691.5,0.2445,248.8,0.7607,0.2173,397.0,0.8430700793392828,0.3047894533560525
MAT 8:31,0.1099,1730.0,0.3298,445.2,0.429,0.3032,1040.0,0.6448990774717693,0.2887039111470059
MAT 8:32,0.08716,1367.0,0.3303,425.2,0.6465,0.269,817.0,0.6351380620821249,0.32420679824472376
MAT 8:33,0.11444,1764.0,0.3462,488.2,0.558,0.2903,1045.0,0.630347153639353,0.3217641266842921
MAT 8:34,0.1423,1829.0,0.275,488.2,0.565,0.2084,1066.0,0.7435616094720147,0.28154308409307827
MAT 9:1,0.144,2078.0,0.297,533.5,0.657,0.2825,1206.0,0.6062835764155284,0.33750939956612497
